"age","education_num","capital_gain","capital_loss","hours_per_week","native_country","income","married","male","race_white","race_asian_pac_islander","race_amer_indian_eskimo","race_black","race_other"
65,13,0,0,15," United-States",0,1,1,1,0,0,0,0
66,11,0,0,35," United-States",0,0,0,1,0,0,0,0
33,7,0,0,60," United-States",0,0,1,0,0,0,1,0
51,9,3411,0,38," United-States",0,1,0,0,0,0,1,0
27,9,0,1740,40," United-States",0,1,1,1,0,0,0,0
17,8,0,0,16," United-States",0,0,0,1,0,0,0,0
32,13,15024,0,45," United-States",1,1,1,1,0,0,0,0
38,9,0,0,40," Cuba",1,1,1,1,0,0,0,0
43,10,0,0,40," United-States",0,1,0,1,0,0,0,0
40,16,0,0,40," Taiwan",1,1,1,0,1,0,0,0
63,13,0,1740,35," United-States",0,1,1,1,0,0,0,0
42,12,0,0,40," United-States",0,1,0,1,0,0,0,0
43,13,0,0,40," United-States",1,0,1,1,0,0,0,0
41,15,0,2415,45," United-States",1,1,1,1,0,0,0,0
17,6,0,0,20," United-States",0,0,1,1,0,0,0,0
30,9,0,0,40," United-States",0,0,1,1,0,0,0,0
30,13,0,0,50," Iran",0,0,1,1,0,0,0,0
22,10,0,0,25," United-States",0,0,1,1,0,0,0,0
28,9,0,0,52," United-States",0,0,0,0,0,0,1,0
24,10,0,0,40," United-States",0,0,0,0,0,0,1,0
47,6,0,0,40," United-States",1,1,1,1,0,0,0,0
34,11,0,0,50," United-States",0,0,1,1,0,0,0,0
26,10,0,0,20," United-States",0,0,0,1,0,0,0,0
25,11,0,0,75," United-States",0,1,1,1,0,0,0,0
28,13,0,0,45," United-States",0,0,1,1,0,0,0,0
36,9,0,0,40," United-States",0,0,0,1,0,0,0,0
24,13,0,0,40," United-States",0,0,1,1,0,0,0,0
51,13,0,0,35," Taiwan",0,1,0,0,1,0,0,0
44,13,0,0,50," United-States",1,1,1,1,0,0,0,0
18,8,0,0,12," United-States",0,0,1,1,0,0,0,0
54,10,0,0,40," United-States",1,1,1,1,0,0,0,0
61,10,0,0,40," United-States",0,1,0,1,0,0,0,0
51,13,0,0,45," United-States",1,1,1,1,0,0,0,0
43,4,0,0,40," United-States",0,1,1,1,0,0,0,0
51,9,0,0,40," United-States",0,1,1,1,0,0,0,0
50,9,0,0,40," United-States",1,1,0,0,0,0,1,0
24,10,0,0,30," United-States",0,1,1,1,0,0,0,0
20,10,0,0,20," United-States",0,1,1,1,0,0,0,0
52,13,0,0,40," United-States",1,1,1,1,0,0,0,0
57,4,0,0,40," United-States",0,1,1,1,0,0,0,0
49,10,0,0,60," United-States",0,1,1,1,0,0,0,0
22,7,0,0,40," United-States",0,0,0,1,0,0,0,0
38,10,0,0,40," United-States",1,1,1,1,0,0,0,0
21,10,0,0,20," United-States",0,0,0,1,0,0,0,0
39,13,0,1887,60," United-States",1,1,1,1,0,0,0,0
52,10,0,0,35," United-States",0,0,0,1,0,0,0,0
25,12,0,0,40," United-States",0,0,0,1,0,0,0,0
50,10,0,0,40," Cuba",0,1,0,1,0,0,0,0
35,10,0,0,80," United-States",0,1,1,1,0,0,0,0
50,11,0,0,40," United-States",0,1,0,1,0,0,0,0
58,9,0,0,25," United-States",0,1,1,1,0,0,0,0
48,13,0,0,45," United-States",0,1,1,1,0,0,0,0
30,10,0,0,35," Canada",0,1,0,1,0,0,0,0
18,7,0,0,12," United-States",0,0,1,1,0,0,0,0
29,9,0,0,40," United-States",0,1,1,1,0,0,0,0
52,10,0,0,45," United-States",0,1,1,1,0,0,0,0
63,9,4064,0,40," United-States",0,1,1,1,0,0,0,0
36,14,0,0,40," United-States",1,1,0,1,0,0,0,0
24,10,0,0,42," United-States",0,0,0,1,0,0,0,0
30,12,0,0,40," United-States",0,0,1,0,0,0,1,0
23,9,0,0,40," Mexico",0,1,1,0,0,0,0,1
21,13,0,0,20," United-States",0,0,0,1,0,0,0,0
28,10,0,0,43," Mexico",0,0,1,1,0,0,0,0
20,9,0,0,40," United-States",0,0,1,1,0,0,0,0
18,7,0,0,20," Scotland",0,0,1,1,0,0,0,0
21,10,0,0,15," United-States",0,0,0,1,0,0,0,0
27,9,0,0,40," United-States",0,0,1,1,0,0,0,0
42,10,0,0,40," United-States",0,1,0,1,0,0,0,0
21,10,0,0,30," United-States",0,0,0,1,0,0,0,0
51,10,0,0,40," United-States",1,1,1,1,0,0,0,0
27,13,0,0,40," United-States",0,0,0,1,0,0,0,0
23,9,0,0,40," United-States",0,0,1,1,0,0,0,0
57,10,0,1902,40," United-States",1,1,1,1,0,0,0,0
22,13,0,0,12," United-States",0,0,0,1,0,0,0,0
59,5,0,0,60," United-States",1,1,1,1,0,0,0,0
38,9,0,0,40," United-States",0,1,1,1,0,0,0,0
20,9,0,0,40," United-States",0,0,1,1,0,0,0,0
90,5,0,0,40," United-States",0,0,0,1,0,0,0,0
35,11,0,0,40," United-States",0,1,1,1,0,0,0,0
50,9,0,0,38," United-States",1,1,1,1,0,0,0,0
45,16,0,0,50," United-States",1,1,1,1,0,0,0,0
44,14,0,0,50," United-States",1,1,1,1,0,0,0,0
23,12,0,0,40," United-States",0,0,1,1,0,0,0,0
34,7,0,0,40," Mexico",0,1,1,1,0,0,0,0
23,13,0,0,43," United-States",0,1,0,1,0,0,0,0
39,10,0,0,40," United-States",0,1,1,1,0,0,0,0
19,10,0,0,55," United-States",0,0,1,1,0,0,0,0
54,10,0,0,40," United-States",1,1,1,1,0,0,0,0
40,14,0,0,43," United-States",0,1,1,1,0,0,0,0
44,10,0,0,50," United-States",0,0,1,1,0,0,0,0
31,10,0,0,20," United-States",1,1,0,1,0,0,0,0
25,5,0,0,40," El-Salvador",0,1,1,1,0,0,0,0
33,13,0,0,32," United-States",1,1,0,1,0,0,0,0
32,9,0,0,60," United-States",0,0,1,1,0,0,0,0
36,6,0,0,40," United-States",0,1,1,1,0,0,0,0
47,10,0,0,55," United-States",1,1,1,0,0,0,0,1
80,14,0,0,10," United-States",0,0,0,1,0,0,0,0
21,10,0,0,8," United-States",0,0,0,1,0,0,0,0
35,10,0,0,60," United-States",0,1,1,1,0,0,0,0
30,9,5013,0,40," United-States",0,1,1,1,0,0,0,0
49,4,0,0,40," United-States",0,1,1,1,0,0,0,0
33,9,0,1740,25," United-States",0,1,0,1,0,0,0,0
53,10,0,0,45," United-States",0,1,1,1,0,0,0,0
41,9,0,0,55," United-States",0,1,1,1,0,0,0,0
57,13,0,0,40," Poland",1,1,1,1,0,0,0,0
19,10,0,0,40," United-States",0,0,0,1,0,0,0,0
28,13,0,0,45," United-States",0,0,0,1,0,0,0,0
42,14,0,2001,60," United-States",0,1,1,1,0,0,0,0
29,10,0,0,55," United-States",0,1,1,1,0,0,0,0
26,10,0,0,20," United-States",0,0,1,1,0,0,0,0
40,10,0,0,40," United-States",0,1,0,1,0,0,0,0
36,16,0,0,40," United-States",1,0,1,1,0,0,0,0
28,9,0,0,40," United-States",0,1,1,1,0,0,0,0
25,13,0,0,20," United-States",0,0,0,0,0,0,1,0
42,9,0,0,60," United-States",0,1,1,1,0,0,0,0
32,9,0,0,40," United-States",0,0,1,1,0,0,0,0
32,12,0,0,30," United-States",0,0,1,1,0,0,0,0
37,3,0,0,40," United-States",0,1,1,1,0,0,0,0
39,9,0,0,56," United-States",0,1,1,1,0,0,0,0
49,13,0,0,40," United-States",0,1,1,1,0,0,0,0
19,9,0,0,40," United-States",0,0,0,1,0,0,0,0
31,9,0,0,40," United-States",0,1,1,1,0,0,0,0
40,9,0,0,40," United-States",0,1,0,1,0,0,0,0
29,4,0,0,30," Mexico",0,0,1,1,0,0,0,0
59,9,0,0,48," United-States",0,1,1,1,0,0,0,0
52,12,0,0,40," United-States",1,1,1,1,0,0,0,0
27,13,0,0,40," United-States",0,0,1,1,0,0,0,0
45,13,0,0,45," United-States",1,1,1,1,0,0,0,0
58,13,0,0,40," South",0,1,1,0,1,0,0,0
53,13,0,0,40," Cuba",0,0,1,1,0,0,0,0
23,9,0,0,25," United-States",0,0,1,1,0,0,0,0
35,7,0,0,40," United-States",0,1,1,1,0,0,0,0
49,9,0,0,40," United-States",0,1,1,1,0,0,0,0
49,12,0,0,40," United-States",0,1,0,1,0,0,0,0
25,8,0,0,40," United-States",0,0,1,1,0,0,0,0
47,14,0,0,50," United-States",1,1,0,1,0,0,0,0
28,12,0,0,40," United-States",0,1,0,1,0,0,0,0
20,10,0,0,30," United-States",0,0,0,1,0,0,0,0
19,9,0,0,24," United-States",0,0,1,1,0,0,0,0
28,9,2580,0,40," United-States",0,1,1,1,0,0,0,0
31,10,0,0,40," United-States",0,1,0,0,0,0,1,0
30,11,0,0,53," United-States",0,1,1,1,0,0,0,0
23,13,0,0,40," United-States",0,0,1,1,0,0,0,0
25,13,0,0,30," United-States",1,1,0,1,0,0,0,0
19,9,0,0,30," United-States",0,0,1,1,0,0,0,0
30,14,0,0,45," United-States",1,0,1,1,0,0,0,0
26,9,0,0,35," United-States",0,0,1,1,0,0,0,0
34,9,0,0,45," United-States",0,1,1,1,0,0,0,0
49,13,0,0,40," United-States",0,1,0,0,0,0,1,0
35,10,0,2042,40," United-States",0,1,1,1,0,0,0,0
38,9,0,0,40," United-States",0,0,0,1,0,0,0,0
36,9,0,0,20," United-States",0,1,1,0,0,0,1,0
33,9,0,0,48," United-States",1,1,1,0,0,1,0,0
54,10,0,0,40," United-States",0,0,0,1,0,0,0,0
19,9,0,0,40," United-States",0,0,1,1,0,0,0,0
60,9,0,0,40," United-States",0,1,1,1,0,0,0,0
28,9,0,0,40," United-States",0,0,1,1,0,0,0,0
43,9,0,0,40," United-States",0,1,1,1,0,0,0,0
49,3,0,0,40," United-States",0,1,1,1,0,0,0,0
25,13,0,0,70," United-States",0,0,1,1,0,0,0,0
17,6,0,0,20," United-States",0,0,1,1,0,0,0,0
41,13,0,0,60," United-States",1,1,1,1,0,0,0,0
30,10,0,0,35," United-States",0,1,1,0,0,0,1,0
90,14,20051,0,60," United-States",1,1,1,1,0,0,0,0
25,9,0,0,40," United-States",0,0,1,1,0,0,0,0
27,11,0,0,35," United-States",0,1,1,1,0,0,0,0
29,9,0,0,40," United-States",0,1,1,1,0,0,0,0
31,13,0,0,40," United-States",0,0,0,0,0,0,1,0
43,11,0,0,99," United-States",0,1,1,1,0,0,0,0
63,14,0,0,40," United-States",1,1,0,1,0,0,0,0
46,4,0,0,40," United-States",0,1,1,1,0,0,0,0
59,9,0,0,40," United-States",0,1,1,1,0,0,0,0
42,13,0,0,50," United-States",1,1,0,0,0,0,1,0
26,13,0,0,20," United-States",0,0,0,1,0,0,0,0
26,10,0,0,45," United-States",0,1,1,1,0,0,0,0
61,5,0,0,40," Puerto-Rico",1,1,1,1,0,0,0,0
23,9,0,0,40," United-States",0,1,1,1,0,0,0,0
24,9,0,0,40," United-States",0,1,0,1,0,0,0,0
35,13,7430,0,40," Germany",1,1,1,1,0,0,0,0
42,9,0,0,12," United-States",0,1,1,1,0,0,0,0
31,8,0,0,21," United-States",0,1,0,1,0,0,0,0
31,9,0,0,55," United-States",0,1,0,1,0,0,0,0
63,13,0,0,25," United-States",0,0,0,1,0,0,0,0
29,11,0,1590,64," United-States",0,0,0,1,0,0,0,0
43,13,0,0,40," United-States",0,1,1,1,0,0,0,0
22,13,0,0,10," Vietnam",0,0,0,0,1,0,0,0
17,7,0,0,25," United-States",0,0,1,1,0,0,0,0
23,13,0,2231,40," United-States",1,0,1,1,0,0,0,0
35,5,0,0,45," United-States",0,1,1,1,0,0,0,0
32,9,0,0,28," United-States",0,1,0,0,0,0,0,1
50,13,15024,0,60," United-States",1,1,1,1,0,0,0,0
26,14,0,0,40," United-States",0,1,0,1,0,0,0,0
32,13,0,0,40," United-States",0,1,1,1,0,0,0,0
29,11,0,0,50," United-States",0,1,1,1,0,0,0,0
57,10,0,0,40," United-States",1,1,1,1,0,0,0,0
90,14,0,0,50," United-States",1,0,1,0,0,0,1,0
35,11,0,0,40," United-States",1,1,0,1,0,0,0,0
31,10,0,0,60," United-States",1,1,1,0,0,0,1,0
60,9,0,0,33," United-States",0,1,0,1,0,0,0,0
21,11,0,1579,40," United-States",0,1,0,1,0,0,0,0
71,14,0,0,40," United-States",0,0,0,1,0,0,0,0
22,11,0,0,30," United-States",0,0,1,1,0,0,0,0
50,9,0,0,40," United-States",0,1,0,1,0,0,0,0
37,10,0,0,45," United-States",1,1,1,1,0,0,0,0
23,9,0,0,40," Vietnam",0,0,0,0,1,0,0,0
74,9,0,0,30," United-States",0,1,1,1,0,0,0,0
67,10,0,1844,70," United-States",0,1,1,1,0,0,0,0
59,10,0,0,43," United-States",1,1,1,1,0,0,0,0
28,9,0,1740,40," United-States",0,1,1,1,0,0,0,0
45,9,0,0,40," United-States",0,1,1,0,0,1,0,0
63,10,0,0,20," United-States",0,1,1,1,0,0,0,0
39,13,0,0,63," United-States",0,0,0,1,0,0,0,0
33,10,0,0,40," United-States",0,1,0,0,0,0,1,0
32,13,0,0,40," South",0,0,1,0,1,0,0,0
34,13,0,1977,45," United-States",1,1,1,1,0,0,0,0
39,9,0,0,40," United-States",0,0,1,1,0,0,0,0
29,14,0,0,36," United-States",0,1,1,1,0,0,0,0
22,9,0,0,40," United-States",0,1,1,1,0,0,0,0
53,13,13550,0,43," United-States",1,1,0,1,0,0,0,0
46,11,0,0,42," United-States",0,1,1,1,0,0,0,0
51,10,0,0,40," United-States",1,1,0,1,0,0,0,0
44,15,2354,0,99," United-States",0,1,0,1,0,0,0,0
56,9,0,0,40," United-States",0,1,0,1,0,0,0,0
27,13,0,0,40," United-States",0,0,0,0,0,0,1,0
52,5,0,0,30," China",0,1,0,0,1,0,0,0
39,13,0,0,40," United-States",1,0,1,1,0,0,0,0
45,10,7688,0,40," United-States",1,1,1,1,0,0,0,0
37,10,0,0,45," United-States",0,1,1,1,0,0,0,0
33,9,0,0,40," United-States",0,1,1,1,0,0,0,0
46,3,0,0,45," Italy",0,1,0,1,0,0,0,0
35,8,0,0,50," United-States",0,1,0,1,0,0,0,0
33,9,0,0,50," United-States",0,1,1,0,0,0,1,0
48,13,0,0,40," United-States",0,1,1,1,0,0,0,0
32,9,0,0,50," United-States",0,1,1,1,0,0,0,0
20,10,0,0,32," United-States",0,0,0,1,0,0,0,0
35,9,0,0,60," United-States",0,0,1,0,1,0,0,0
19,9,0,0,25," United-States",0,0,0,1,0,0,0,0
56,7,0,0,40," United-States",0,1,0,1,0,0,0,0
28,13,0,0,16," El-Salvador",0,0,0,1,0,0,0,0
45,9,0,0,40," United-States",0,1,0,1,0,0,0,0
32,11,0,0,45," United-States",0,1,0,1,0,0,0,0
44,13,0,0,12," United-States",0,1,1,1,0,0,0,0
55,9,0,0,40," United-States",1,1,1,1,0,0,0,0
34,10,0,0,40," United-States",1,1,1,1,0,0,0,0
33,14,0,0,40," United-States",1,1,1,1,0,0,0,0
36,13,0,0,55," United-States",0,0,1,1,0,0,0,0
25,9,0,0,40," United-States",0,0,0,1,0,0,0,0
28,13,0,0,40," United-States",0,0,1,1,0,0,0,0
39,13,7298,0,55," United-States",1,1,1,1,0,0,0,0
53,6,0,0,40," Columbia",0,1,0,1,0,0,0,0
47,9,3325,0,45," United-States",0,1,0,0,0,1,0,0
49,11,0,0,60," United-States",0,1,1,1,0,0,0,0
22,9,0,0,40," United-States",0,0,1,0,0,1,0,0
31,10,0,0,40," United-States",0,0,1,1,0,0,0,0
44,10,0,0,80," United-States",0,1,1,1,0,0,0,0
19,9,0,0,40," United-States",0,0,1,1,0,0,0,0
37,9,0,0,40," United-States",0,1,1,1,0,0,0,0
23,10,0,0,25," United-States",0,0,1,1,0,0,0,0
44,15,99999,0,65," United-States",1,1,1,1,0,0,0,0
54,9,0,0,35," United-States",0,1,0,1,0,0,0,0
23,9,0,0,38," United-States",0,1,1,1,0,0,0,0
21,10,0,0,10," United-States",0,0,0,1,0,0,0,0
19,10,0,0,25," United-States",0,0,1,1,0,0,0,0
51,13,0,0,20," United-States",1,1,1,1,0,0,0,0
41,13,7688,0,50," United-States",1,1,1,1,0,0,0,0
61,10,15024,0,18," United-States",1,1,1,1,0,0,0,0
19,6,0,0,40," United-States",0,1,0,0,0,1,0,0
22,13,0,0,40," United-States",0,0,1,1,0,0,0,0
22,9,0,0,40," United-States",0,0,0,1,0,0,0,0
49,4,0,0,32," United-States",0,1,1,1,0,0,0,0
35,6,0,0,50," United-States",0,1,1,1,0,0,0,0
38,10,0,0,40," United-States",0,1,1,1,0,0,0,0
29,9,0,0,40," United-States",1,1,1,1,0,0,0,0
56,11,0,0,45," United-States",1,1,1,1,0,0,0,0
41,10,0,0,80," United-States",0,1,0,1,0,0,0,0
62,14,0,0,45," United-States",1,1,1,1,0,0,0,0
27,9,0,0,40," Japan",0,0,1,1,0,0,0,0
25,9,4416,0,42," United-States",0,0,1,1,0,0,0,0
33,13,15024,0,75," United-States",1,1,1,1,0,0,0,0
26,9,0,0,40," United-States",0,0,0,1,0,0,0,0
43,9,0,0,45," United-States",0,1,1,1,0,0,0,0
53,14,0,0,40," United-States",1,1,1,1,0,0,0,0
43,13,0,0,40," United-States",0,1,0,1,0,0,0,0
56,9,0,0,35," United-States",0,1,1,1,0,0,0,0
25,13,0,0,50," United-States",0,1,1,1,0,0,0,0
60,14,0,0,40," United-States",0,1,1,0,0,0,1,0
28,10,0,0,40," United-States",0,0,0,1,0,0,0,0
21,9,0,0,40," Mexico",0,0,1,1,0,0,0,0
40,13,2977,0,40," United-States",0,0,0,0,0,0,1,0
29,9,0,0,40," United-States",0,1,1,0,0,0,1,0
20,10,0,0,25," United-States",0,0,0,1,0,0,0,0
25,9,0,0,80," United-States",1,1,1,1,0,0,0,0
18,7,0,0,10," United-States",0,0,0,1,0,0,0,0
32,12,0,0,35," United-States",0,1,1,1,0,0,0,0
27,2,0,0,35," Dominican-Republic",0,0,1,0,0,0,0,1
48,9,0,0,16," United-States",0,0,0,1,0,0,0,0
20,10,0,0,25," United-States",0,0,0,1,0,0,0,0
55,9,0,0,40," England",0,1,0,1,0,0,0,0
33,13,0,0,50," United-States",1,0,0,1,0,0,0,0
21,10,0,0,12," United-States",0,0,0,1,0,0,0,0
43,9,0,0,30," United-States",0,1,1,1,0,0,0,0
35,10,0,0,40," United-States",0,1,1,1,0,0,0,0
39,13,0,0,35," United-States",1,1,1,1,0,0,0,0
19,9,0,0,40," United-States",0,0,0,0,1,0,0,0
25,9,0,0,40," United-States",0,0,0,0,0,0,1,0
44,10,0,0,72," United-States",1,1,1,1,0,0,0,0
27,12,0,0,40," United-States",0,0,1,1,0,0,0,0
39,9,0,0,40," United-States",1,1,0,1,0,0,0,0
69,6,0,0,40," United-States",0,0,1,1,0,0,0,0
34,13,0,0,40," Philippines",0,0,0,0,1,0,0,0
37,3,0,0,40," United-States",0,1,0,1,0,0,0,0
43,13,0,0,39," United-States",0,1,0,1,0,0,0,0
34,14,0,0,40," United-States",1,1,0,0,0,0,1,0
31,10,0,0,48," United-States",0,1,1,1,0,0,0,0
42,16,8614,0,60," United-States",1,1,0,1,0,0,0,0
26,9,0,0,30," United-States",0,1,0,1,0,0,0,0
39,10,0,0,75," United-States",0,1,0,1,0,0,0,0
25,13,0,0,40," United-States",0,0,1,1,0,0,0,0
54,10,0,0,30," United-States",0,1,1,0,0,0,1,0
44,14,0,0,60," United-States",1,1,1,1,0,0,0,0
34,14,7688,0,38," United-States",1,1,1,1,0,0,0,0
21,10,0,0,40," United-States",0,0,1,1,0,0,0,0
33,9,0,0,40," United-States",0,0,1,1,0,0,0,0
40,12,0,0,40," United-States",1,1,0,1,0,0,0,0
44,14,0,0,40," United-States",1,1,1,1,0,0,0,0
33,12,0,0,56," United-States",0,1,1,1,0,0,0,0
21,10,0,0,40," United-States",0,0,1,1,0,0,0,0
35,13,0,0,60," United-States",0,0,0,0,0,0,1,0
43,10,7298,0,40," United-States",1,1,1,1,0,0,0,0
51,14,0,0,45," United-States",0,1,1,1,0,0,0,0
29,9,0,0,40," United-States",0,1,1,1,0,0,0,0
51,9,0,0,40," United-States",0,1,1,0,0,0,1,0
35,9,0,0,40," United-States",0,1,1,1,0,0,0,0
18,7,0,0,20," United-States",0,0,1,1,0,0,0,0
58,6,0,0,50," United-States",0,1,1,1,0,0,0,0
57,10,0,0,40," United-States",1,1,1,1,0,0,0,0
19,9,0,0,20," United-States",0,0,0,1,0,0,0,0
37,10,0,0,40," United-States",0,1,0,1,0,0,0,0
38,9,0,0,44," United-States",0,1,1,1,0,0,0,0
45,10,0,0,40," United-States",0,1,0,1,0,0,0,0
27,10,0,0,40," Cambodia",1,1,1,0,1,0,0,0
38,10,0,0,72," United-States",0,1,1,1,0,0,0,0
30,9,0,0,30," United-States",0,1,1,1,0,0,0,0
46,13,0,0,40," United-States",0,1,1,1,0,0,0,0
60,9,0,0,40," United-States",1,1,1,1,0,0,0,0
30,9,0,0,44," United-States",0,1,1,1,0,0,0,0
47,10,7688,0,40," United-States",1,1,1,0,0,0,1,0
39,13,0,0,40," United-States",0,0,0,1,0,0,0,0
42,10,7298,0,45," United-States",1,1,1,1,0,0,0,0
27,10,0,0,40," United-States",0,1,0,1,0,0,0,0
44,10,0,0,40," United-States",0,1,1,1,0,0,0,0
33,13,0,0,40," United-States",0,1,1,1,0,0,0,0
54,13,0,0,50," United-States",1,0,1,1,0,0,0,0
58,10,0,0,35," United-States",0,1,1,1,0,0,0,0
45,13,0,0,30," United-States",0,0,1,1,0,0,0,0
59,10,0,0,50," United-States",0,1,1,1,0,0,0,0
29,12,0,0,50," United-States",0,0,0,1,0,0,0,0
27,9,0,0,40," United-States",0,0,0,1,0,0,0,0
44,14,0,0,20," United-States",1,1,1,1,0,0,0,0
44,9,0,0,40," United-States",1,1,1,1,0,0,0,0
33,10,0,0,70," United-States",1,1,1,1,0,0,0,0
27,9,0,0,40," United-States",0,0,1,1,0,0,0,0
33,13,0,0,55," United-States",1,1,1,1,0,0,0,0
55,11,0,0,40," United-States",0,1,0,0,0,0,1,0
32,11,0,0,60," United-States",0,1,1,0,0,0,0,1
31,11,0,0,45," United-States",0,1,1,1,0,0,0,0
57,15,99999,0,60," United-States",1,1,1,1,0,0,0,0
30,13,0,0,45," United-States",1,1,1,1,0,0,0,0
28,13,0,0,48," United-States",0,0,0,1,0,0,0,0
30,10,0,2258,40," South",0,0,1,0,1,0,0,0
29,14,0,0,40," United-States",1,1,1,1,0,0,0,0
66,9,0,0,3," United-States",0,0,0,0,0,0,1,0
60,9,0,0,45," United-States",1,1,1,1,0,0,0,0
31,13,0,0,40," United-States",0,1,1,1,0,0,0,0
26,9,2597,0,40," United-States",0,0,1,1,0,0,0,0
24,9,0,0,45," United-States",0,0,1,1,0,0,0,0
29,13,0,0,50," United-States",1,0,1,1,0,0,0,0
44,9,0,0,45," United-States",1,1,1,1,0,0,0,0
34,13,0,0,55," United-States",1,1,1,1,0,0,0,0
59,13,0,1902,43," United-States",1,1,1,1,0,0,0,0
23,13,0,0,24," United-States",0,0,1,0,1,0,0,0
23,7,0,0,40," Philippines",0,0,1,1,0,0,0,0
55,11,0,0,35," United-States",0,1,0,0,0,0,1,0
39,9,0,0,40," United-States",1,1,1,1,0,0,0,0
39,7,0,0,40," United-States",0,0,1,0,0,0,1,0
57,4,0,0,75," United-States",0,1,1,1,0,0,0,0
35,9,0,0,40," United-States",0,1,0,1,0,0,0,0
39,11,0,0,48," United-States",1,1,1,1,0,0,0,0
47,9,0,0,38," United-States",1,1,0,1,0,0,0,0
53,16,0,0,50," United-States",1,1,1,1,0,0,0,0
23,10,0,0,25," United-States",0,0,1,0,0,0,1,0
35,14,0,0,50," United-States",1,0,1,1,0,0,0,0
44,10,0,0,40," United-States",0,1,0,1,0,0,0,0
28,9,0,0,25," United-States",0,0,0,1,0,0,0,0
26,13,0,0,40," Poland",0,0,0,0,1,0,0,0
23,9,0,0,45," United-States",0,0,1,1,0,0,0,0
32,9,0,0,25," Ireland",0,1,1,1,0,0,0,0
49,10,0,0,50," United-States",1,1,1,1,0,0,0,0
36,10,2174,0,60," United-States",0,0,1,1,0,0,0,0
36,9,0,0,36," United-States",0,1,0,1,0,0,0,0
21,12,0,0,46," United-States",1,1,0,0,0,1,0,0
54,13,0,0,40," United-States",1,1,1,1,0,0,0,0
43,10,0,0,40," United-States",0,1,0,0,0,0,1,0
35,10,0,0,40," United-States",0,1,0,1,0,0,0,0
31,10,0,0,50," United-States",1,1,1,1,0,0,0,0
46,10,0,0,40," India",0,1,1,0,1,0,0,0
46,9,0,0,40," United-States",0,1,0,1,0,0,0,0
56,9,0,0,40," United-States",0,1,1,1,0,0,0,0
21,9,0,0,40," United-States",0,0,1,1,0,0,0,0
51,14,0,0,50," United-States",1,1,1,1,0,0,0,0
47,10,0,0,20," United-States",0,1,1,1,0,0,0,0
42,3,0,0,40," Puerto-Rico",0,1,1,1,0,0,0,0
19,10,0,0,30," United-States",0,0,0,1,0,0,0,0
25,13,0,0,40," United-States",0,0,1,1,0,0,0,0
37,14,0,0,60," United-States",1,1,1,1,0,0,0,0
35,8,0,0,40," United-States",0,1,1,0,0,0,1,0
40,9,0,0,30," United-States",0,1,1,1,0,0,0,0
57,7,0,0,15," United-States",0,1,1,1,0,0,0,0
38,9,0,0,50," United-States",1,1,1,1,0,0,0,0
48,6,0,0,38," United-States",0,1,0,1,0,0,0,0
34,10,0,0,34," United-States",0,1,0,1,0,0,0,0
46,10,0,0,40," United-States",0,1,1,1,0,0,0,0
45,14,0,0,50," United-States",0,1,1,1,0,0,0,0
32,13,0,0,50," United-States",1,1,1,1,0,0,0,0
35,9,0,0,48," United-States",0,0,1,1,0,0,0,0
62,10,8614,0,39," United-States",1,0,0,1,0,0,0,0
50,11,0,0,40," United-States",0,1,1,1,0,0,0,0
25,13,0,0,40," United-States",0,0,1,1,0,0,0,0
41,10,0,0,33," United-States",0,0,1,0,0,0,1,0
35,9,0,0,27," United-States",0,0,0,1,0,0,0,0
33,10,0,0,41," United-States",1,1,1,1,0,0,0,0
38,12,0,1902,40," United-States",1,1,0,1,0,0,0,0
37,13,0,0,40," United-States",0,0,1,1,0,0,0,0
56,9,0,0,40," United-States",1,1,1,1,0,0,0,0
19,4,0,1602,32," United-States",0,0,1,1,0,0,0,0
31,5,0,0,40," United-States",0,1,0,1,0,0,0,0
33,9,0,0,35," Puerto-Rico",0,1,1,1,0,0,0,0
72,2,0,0,40," United-States",0,1,1,0,0,0,1,0
54,9,0,0,50," United-States",1,1,1,1,0,0,0,0
30,13,0,0,40," United-States",0,0,0,1,0,0,0,0
51,16,0,0,40," United-States",1,0,1,1,0,0,0,0
30,9,0,1848,50," United-States",1,1,1,1,0,0,0,0
30,13,0,0,50," United-States",0,0,1,1,0,0,0,0
32,10,0,0,16," United-States",0,1,1,0,0,0,1,0
30,10,0,0,50," United-States",1,0,1,1,0,0,0,0
35,14,0,0,40," United-States",0,1,1,1,0,0,0,0
40,10,0,0,44," United-States",1,1,0,1,0,0,0,0
38,13,0,0,40," United-States",0,1,0,1,0,0,0,0
19,6,0,0,30," United-States",0,0,0,1,0,0,0,0
32,10,0,0,44," United-States",0,0,1,1,0,0,0,0
49,14,0,0,40," United-States",0,1,0,1,0,0,0,0
60,13,0,0,35," United-States",0,1,1,1,0,0,0,0
60,5,0,0,40," United-States",0,1,1,1,0,0,0,0
55,16,0,0,80," United-States",1,1,1,1,0,0,0,0
24,9,0,0,40," United-States",0,0,1,1,0,0,0,0
53,14,7298,0,60," United-States",1,1,1,1,0,0,0,0
69,10,0,810,38," United-States",0,0,0,1,0,0,0,0
41,9,0,0,40," United-States",1,1,0,1,0,0,0,0
32,9,0,0,40," United-States",0,0,0,1,0,0,0,0
45,7,0,0,40," United-States",0,1,1,1,0,0,0,0
59,13,0,0,40," United-States",0,1,1,1,0,0,0,0
